id,name,location,station_type,power_kw,price_per_kwh,service_fee,status,install_date,operator_name,contact_phone,total_sessions,total_energy_kwh,total_income,latitude,longitude,remark
144,双枪充电-0144号桩,西安邮电大学雁塔校区,双枪充电,233.0,0.89,0.69,0,2022-06-08,国家电网,029-4931-7276,356,63869.96,100914.52,34.225300,108.960701,雁塔校区实验楼停车场
145,双枪充电-0145号桩,西安邮电大学东区,双枪充电,193.0,1.31,0.32,1,2023-07-14,国家电网,029-8883-0250,504,64199.52,104645.21,34.238800,108.931000,东区行政楼停车场
146,双枪充电-0146号桩,西安邮电大学西区,双枪充电,142.0,1.47,0.32,0,2024-09-12,特来电,029-4325-4109,2,90.88,162.68,34.233601,108.928101,西区实验楼停车场
147,双枪充电-0147号桩,西安邮电大学雁塔校区,双枪充电,224.0,1.03,0.62,1,2025-06-12,云快充,029-1016-0714,7,909.44,1500.58,34.229702,108.963303,雁塔校区实验楼停车场
148,直流快充-0148号桩,西安邮电大学东区,直流快充,101.0,1.56,0.66,0,2021-06-14,星星充电,029-4014-5191,356,26247.88,58270.29,34.239101,108.934601,东区B区停车场
149,交流慢充-0149号桩,西安邮电大学西区,交流慢充,9.0,1.42,0.37,0,2023-12-16,特来电,029-0535-7480,477,3133.89,5609.66,34.233902,108.929405,西区宿舍停车场
150,双枪充电-0150号桩,西安邮电大学雁塔校区,双枪充电,207.0,1.22,0.33,0,2023-10-03,校园能源管理中心,029-2357-6209,441,49294.98,76407.23,34.229702,108.961403,雁塔校区学生服务中心
151,直流快充-0151号桩,西安邮电大学东区,直流快充,94.0,1.42,0.55,1,2023-05-04,星星充电,029-3304-5785,299,12366.64,24362.28,34.239803,108.935699,东区体育场停车场
152,交流慢充-0152号桩,西安邮电大学西区,交流慢充,9.0,1.51,0.54,0,2023-02-19,校园能源管理中心,029-8258-7492,538,2808.36,5757.14,34.242401,108.932701,西区实验楼停车场
153,交流慢充-0153号桩,西安邮电大学雁塔校区,交流慢充,11.0,1.45,0.66,0,2024-01-26,特来电,029-4035-1048,217,787.71,1662.07,34.229103,108.954399,雁塔校区实验楼停车场
154,交流慢充-0154号桩,西安邮电大学东区,交流慢充,20.0,0.89,0.33,0,2024-09-22,国家电网,029-6702-6776,286,2459.60,3000.71,34.239502,108.936302,东区A区停车场
155,双枪充电-0155号桩,西安邮电大学西区,双枪充电,178.0,1.09,0.62,0,2023-05-03,国家电网,029-7985-6091,430,26023.60,44500.36,34.239300,108.931206,西区宿舍停车场
156,交流慢充-0156号桩,西安邮电大学雁塔校区,交流慢充,11.0,1.38,0.42,1,2022-10-23,校园能源管理中心,029-5984-1972,214,753.28,1355.90,34.227001,108.962303,雁塔校区北门停车场
157,双枪充电-0157号桩,西安邮电大学东区,双枪充电,159.0,1.40,0.37,0,2024-11-27,云快充,029-0953-8378,363,17892.27,31669.32,34.240303,108.935104,东区B区停车场
158,双枪充电-0158号桩,西安邮电大学西区,双枪充电,216.0,1.44,0.65,0,2021-07-16,校园能源管理中心,029-2176-7329,73,6622.56,13841.15,34.236103,108.931206,西区行政楼停车场
159,直流快充-0159号桩,西安邮电大学雁塔校区,直流快充,69.0,1.17,0.37,0,2022-08-02,云快充,029-9284-7246,463,22682.37,34930.85,34.228500,108.960899,雁塔校区地下停车场
160,双枪充电-0160号桩,西安邮电大学东区,双枪充电,220.0,1.33,0.53,0,2025-11-23,特来电,029-4662-0038,176,25168.00,46812.48,34.240902,108.929504,东区图书馆停车场
161,直流快充-0161号桩,西安邮电大学西区,直流快充,111.0,1.11,0.40,0,2024-12-12,校园能源管理中心,029-0936-4975,171,11768.22,17770.01,34.239502,108.926903,西区实验楼停车场
162,交流慢充-0162号桩,西安邮电大学雁塔校区,交流慢充,18.0,0.80,0.63,0,2022-10-17,云快充,029-6139-4700,523,4142.16,5923.29,34.228302,108.957001,雁塔校区南门停车场
163,双枪充电-0163号桩,西安邮电大学东区,双枪充电,151.0,0.84,0.36,0,2023-12-16,校园能源管理中心,029-3344-2948,414,36258.12,43509.75,34.237801,108.931099,东区A区停车场
164,交流慢充-0164号桩,西安邮电大学西区,交流慢充,22.0,1.05,0.47,0,2025-07-26,星星充电,029-5382-7787,105,1755.60,2668.51,34.241501,108.926605,西区宿舍停车场
165,交流慢充-0165号桩,西安邮电大学雁塔校区,交流慢充,17.0,1.07,0.34,0,2023-06-27,特来电,029-5553-5494,281,3487.21,4916.97,34.221203,108.961205,雁塔校区地下停车场
166,交流慢充-0166号桩,西安邮电大学东区,交流慢充,14.0,1.20,0.61,1,2025-08-05,云快充,029-3408-0410,3,17.22,31.17,34.238602,108.934502,东区B区停车场
167,直流快充-0167号桩,西安邮电大学西区,直流快充,114.0,1.40,0.33,0,2021-08-17,特来电,029-4389-6044,348,26976.96,46670.14,34.239803,108.931602,西区1号停车场
168,直流快充-0168号桩,西安邮电大学雁塔校区,直流快充,97.0,1.49,0.56,0,2023-08-28,校园能源管理中心,029-2848-3857,424,19741.44,40469.95,34.228500,108.955902,雁塔校区实验楼停车场
169,双枪充电-0169号桩,西安邮电大学东区,双枪充电,124.0,1.27,0.35,0,2025-04-26,国家电网,029-9987-8207,550,42966.00,69604.92,34.242901,108.932503,东区A区停车场
170,双枪充电-0170号桩,西安邮电大学西区,双枪充电,133.0,1.36,0.34,2,2023-04-09,国家电网,029-4110-4057,65,3976.70,6760.39,34.235302,108.929901,西区1号停车场
171,直流快充-0171号桩,西安邮电大学雁塔校区,直流快充,63.0,1.56,0.46,1,2025-04-01,国家电网,029-5795-0230,279,7030.80,14202.22,34.223103,108.957802,雁塔校区北门停车场
172,直流快充-0172号桩,西安邮电大学东区,直流快充,83.0,0.89,0.33,0,2025-10-21,国家电网,029-0914-1578,214,8703.38,10618.12,34.235302,108.928505,东区A区停车场
173,双枪充电-0173号桩,西安邮电大学西区,双枪充电,187.0,1.55,0.51,0,2025-02-04,特来电,029-3037-5002,185,26638.15,54874.59,34.241802,108.927704,西区实验楼停车场
174,双枪充电-0174号桩,西安邮电大学雁塔校区,双枪充电,173.0,1.44,0.54,1,2024-07-08,校园能源管理中心,029-7525-4395,46,2546.56,5042.19,34.225201,108.963104,雁塔校区实验楼停车场
175,直流快充-0175号桩,西安邮电大学东区,直流快充,85.0,1.00,0.58,1,2023-12-09,国家电网,029-4554-5587,505,27042.75,42727.55,34.239700,108.931702,东区行政楼停车场
176,交流慢充-0176号桩,西安邮电大学西区,交流慢充,11.0,1.33,0.49,1,2024-11-17,星星充电,029-1518-5125,265,903.65,1644.64,34.234001,108.931900,西区2号停车场
177,双枪充电-0177号桩,西安邮电大学雁塔校区,双枪充电,163.0,1.11,0.59,2,2021-01-05,特来电,029-2658-6920,106,5356.18,9105.51,34.227100,108.959801,雁塔校区北门停车场
178,直流快充-0178号桩,西安邮电大学东区,直流快充,145.0,0.96,0.58,1,2024-07-22,星星充电,029-6550-3791,64,5660.80,8717.63,34.242802,108.936005,东区B区停车场
179,双枪充电-0179号桩,西安邮电大学西区,双枪充电,169.0,0.85,0.46,0,2021-09-16,星星充电,029-1275-1345,442,32867.12,43055.93,34.233803,108.931206,西区实验楼停车场
180,双枪充电-0180号桩,西安邮电大学雁塔校区,双枪充电,232.0,1.06,0.56,0,2025-05-17,国家电网,029-1283-2290,491,71764.56,116258.59,34.229500,108.959702,雁塔校区学生服务中心
181,双枪充电-0181号桩,西安邮电大学东区,双枪充电,137.0,0.92,0.50,0,2022-12-06,国家电网,029-4879-5847,257,25350.48,35997.68,34.234901,108.928406,东区B区停车场
182,直流快充-0182号桩,西安邮电大学西区,直流快充,141.0,1.37,0.68,1,2021-10-23,云快充,029-0463-8230,521,55095.75,112946.28,34.241100,108.933601,西区行政楼停车场
183,交流慢充-0183号桩,西安邮电大学雁塔校区,交流慢充,19.0,1.58,0.32,2,2022-10-26,云快充,029-8485-7586,520,3458.00,6570.20,34.229103,108.956802,雁塔校区南门停车场
184,双枪充电-0184号桩,西安邮电大学东区,双枪充电,153.0,0.87,0.55,2,2024-07-08,校园能源管理中心,029-2146-0018,251,29954.34,42535.16,34.239902,108.928101,东区行政楼停车场
185,双枪充电-0185号桩,西安邮电大学西区,双枪充电,146.0,1.45,0.48,0,2021-11-22,特来电,029-7654-0058,591,39691.56,76604.72,34.240601,108.928604,西区行政楼停车场
186,双枪充电-0186号桩,西安邮电大学雁塔校区,双枪充电,155.0,0.90,0.30,0,2023-07-12,星星充电,029-2162-0078,336,26040.00,31248.00,34.222301,108.960205,雁塔校区南门停车场
187,双枪充电-0187号桩,西安邮电大学东区,双枪充电,171.0,1.59,0.66,0,2024-11-24,云快充,029-4024-8006,21,2226.42,5009.44,34.239403,108.932098,东区行政楼停车场
188,双枪充电-0188号桩,西安邮电大学西区,双枪充电,196.0,1.08,0.36,0,2022-01-06,国家电网,029-2425-8868,289,16993.20,24470.21,34.239502,108.926407,西区宿舍停车场
189,直流快充-0189号桩,西安邮电大学雁塔校区,直流快充,118.0,1.58,0.54,0,2024-06-13,星星充电,029-7013-4206,451,36720.42,77847.28,34.228401,108.962105,雁塔校区北门停车场
190,双枪充电-0190号桩,西安邮电大学东区,双枪充电,228.0,0.99,0.48,1,2024-07-16,国家电网,029-0926-5321,414,61354.80,90191.55,34.235500,108.933205,东区B区停车场
191,直流快充-0191号桩,西安邮电大学西区,直流快充,164.0,0.88,0.51,0,2021-12-20,特来电,029-4885-2683,344,36106.24,50187.67,34.240402,108.929802,西区2号停车场
192,双枪充电-0192号桩,西安邮电大学雁塔校区,双枪充电,125.0,0.89,0.33,1,2025-08-28,星星充电,029-5130-0248,334,14612.50,17827.25,34.221100,108.963203,雁塔校区南门停车场
193,双枪充电-0193号桩,西安邮电大学东区,双枪充电,149.0,1.16,0.34,0,2022-06-03,校园能源管理中心,029-0911-6565,157,16375.10,24562.65,34.236301,108.932899,东区A区停车场
194,交流慢充-0194号桩,西安邮电大学西区,交流慢充,14.0,1.17,0.64,0,2023-12-07,校园能源管理中心,029-6884-9095,369,2324.70,4207.71,34.242302,108.929001,西区行政楼停车场
195,直流快充-0195号桩,西安邮电大学雁塔校区,直流快充,123.0,1.37,0.44,0,2025-06-12,星星充电,029-4443-3619,401,21208.89,38388.09,34.224201,108.955605,雁塔校区地下停车场
196,直流快充-0196号桩,西安邮电大学东区,直流快充,175.0,1.11,0.37,1,2022-07-17,星星充电,029-5812-4718,161,17468.50,25853.38,34.238003,108.932999,东区图书馆停车场
197,双枪充电-0197号桩,西安邮电大学西区,双枪充电,192.0,1.29,0.38,0,2023-06-16,校园能源管理中心,029-8145-9021,349,42885.12,71618.14,34.237701,108.931602,西区实验楼停车场
198,直流快充-0198号桩,西安邮电大学雁塔校区,直流快充,75.0,1.59,0.64,0,2022-04-21,云快充,029-4850-7382,507,12168.00,27134.64,34.223202,108.960503,雁塔校区学生服务中心
199,直流快充-0199号桩,西安邮电大学东区,直流快充,61.0,0.83,0.67,1,2025-04-11,星星充电,029-2458-5357,161,7463.96,11195.94,34.236103,108.934700,东区B区停车场
200,双枪充电-0200号桩,西安邮电大学西区,双枪充电,171.0,1.57,0.33,0,2025-02-12,校园能源管理中心,029-4711-9223,98,5027.40,9552.06,34.239201,108.926704,西区2号停车场
201,交流慢充-0201号桩,西安邮电大学雁塔校区,交流慢充,13.0,1.51,0.42,0,2021-10-13,校园能源管理中心,029-1133-9849,420,3549.00,6849.57,34.222000,108.961304,雁塔校区学生服务中心
202,交流慢充-0202号桩,西安邮电大学东区,交流慢充,22.0,1.45,0.63,0,2021-10-23,云快充,029-2186-9784,580,9059.60,18843.97,34.235703,108.936600,东区行政楼停车场
203,直流快充-0203号桩,西安邮电大学西区,直流快充,124.0,1.49,0.50,1,2021-10-22,星星充电,029-6770-7129,334,13253.12,26373.71,34.240402,108.928101,西区宿舍停车场
204,直流快充-0204号桩,西安邮电大学雁塔校区,直流快充,169.0,1.47,0.35,0,2022-05-28,云快充,029-7380-8785,289,34677.11,63112.35,34.226101,108.961304,雁塔校区南门停车场
205,交流慢充-0205号桩,西安邮电大学东区,交流慢充,11.0,0.85,0.44,2,2023-06-17,云快充,029-4209-3702,273,1621.62,2091.89,34.241901,108.927902,东区体育场停车场
206,双枪充电-0206号桩,西安邮电大学西区,双枪充电,218.0,1.23,0.61,0,2023-07-12,特来电,029-0940-7820,522,43242.48,79566.16,34.236202,108.925407,西区实验楼停车场
207,直流快充-0207号桩,西安邮电大学雁塔校区,直流快充,119.0,1.12,0.56,0,2021-05-08,特来电,029-7139-9016,522,31680.18,53222.70,34.220600,108.963203,雁塔校区实验楼停车场
208,交流慢充-0208号桩,西安邮电大学东区,交流慢充,10.0,0.81,0.53,0,2021-04-26,星星充电,029-4058-3118,95,693.50,929.29,34.240303,108.929604,东区图书馆停车场
209,交流慢充-0209号桩,西安邮电大学西区,交流慢充,7.0,1.24,0.62,0,2022-03-25,国家电网,029-9792-1622,500,2625.00,4882.50,34.236202,108.930000,西区1号停车场
210,直流快充-0210号桩,西安邮电大学雁塔校区,直流快充,147.0,0.93,0.59,0,2022-05-16,校园能源管理中心,029-4006-1090,319,35169.75,53458.02,34.223503,108.954605,雁塔校区南门停车场
211,交流慢充-0211号桩,西安邮电大学东区,交流慢充,12.0,0.82,0.69,2,2022-03-12,星星充电,029-4174-7480,373,1745.64,2635.92,34.240704,108.933701,东区行政楼停车场
212,直流快充-0212号桩,西安邮电大学西区,直流快充,171.0,1.52,0.62,0,2023-04-12,星星充电,029-5833-0014,26,1645.02,3520.34,34.239201,108.927505,西区实验楼停车场
213,直流快充-0213号桩,西安邮电大学雁塔校区,直流快充,100.0,1.07,0.55,1,2022-07-03,校园能源管理中心,029-3911-9959,405,18630.00,30180.60,34.225800,108.962601,雁塔校区地下停车场
214,直流快充-0214号桩,西安邮电大学东区,直流快充,177.0,1.52,0.64,0,2023-07-15,校园能源管理中心,029-0666-5578,274,37828.44,81709.42,34.236900,108.931702,东区体育场停车场
215,双枪充电-0215号桩,西安邮电大学西区,双枪充电,231.0,1.41,0.66,1,2025-10-01,国家电网,029-7634-2603,549,64677.69,133882.83,34.236202,108.932106,西区1号停车场
216,直流快充-0216号桩,西安邮电大学雁塔校区,直流快充,177.0,1.50,0.47,0,2024-12-05,特来电,029-7409-3647,276,22471.92,44269.68,34.225700,108.960205,雁塔校区北门停车场
217,交流慢充-0217号桩,西安邮电大学东区,交流慢充,22.0,1.29,0.31,0,2025-08-09,校园能源管理中心,029-7288-2524,581,3834.60,6135.36,34.241802,108.933403,东区行政楼停车场
218,交流慢充-0218号桩,西安邮电大学西区,交流慢充,19.0,0.91,0.36,0,2022-09-02,特来电,029-1047-6421,139,1399.73,1777.66,34.241100,108.933006,西区2号停车场
219,双枪充电-0219号桩,西安邮电大学雁塔校区,双枪充电,144.0,1.28,0.54,0,2023-06-04,星星充电,029-8127-8080,100,8496.00,15462.72,34.229301,108.954201,雁塔校区南门停车场
220,双枪充电-0220号桩,西安邮电大学东区,双枪充电,222.0,1.58,0.38,1,2025-04-25,国家电网,029-7107-1811,157,18821.16,36889.47,34.240002,108.929199,东区B区停车场
221,双枪充电-0221号桩,西安邮电大学西区,双枪充电,192.0,0.81,0.47,0,2024-02-14,国家电网,029-8722-3970,98,10913.28,13969.00,34.234600,108.932503,西区宿舍停车场
222,直流快充-0222号桩,西安邮电大学雁塔校区,直流快充,88.0,0.86,0.63,0,2024-07-04,星星充电,029-7197-9602,450,11880.00,17701.20,34.220100,108.958099,雁塔校区学生服务中心
223,双枪充电-0223号桩,西安邮电大学东区,双枪充电,160.0,0.91,0.65,0,2024-05-27,云快充,029-2646-9528,57,3374.40,5264.06,34.235401,108.935303,东区A区停车场
224,双枪充电-0224号桩,西安邮电大学西区,双枪充电,169.0,1.41,0.61,0,2021-09-13,特来电,029-5165-4217,595,59327.45,119841.45,34.234203,108.928406,西区行政楼停车场
225,双枪充电-0225号桩,西安邮电大学雁塔校区,双枪充电,226.0,0.88,0.69,0,2024-11-02,国家电网,029-7861-7035,15,1423.80,2235.37,34.226601,108.956505,雁塔校区学生服务中心
226,交流慢充-0226号桩,西安邮电大学东区,交流慢充,10.0,1.38,0.66,0,2025-02-01,云快充,029-9244-7489,592,3907.20,7970.69,34.241203,108.935699,东区体育场停车场
227,直流快充-0227号桩,西安邮电大学西区,直流快充,99.0,1.43,0.67,2,2022-09-25,星星充电,029-4566-0642,68,2760.12,5796.25,34.238602,108.926300,西区1号停车场
228,双枪充电-0228号桩,西安邮电大学雁塔校区,双枪充电,157.0,1.49,0.52,2,2022-10-11,国家电网,029-2674-5890,400,41448.00,83310.47,34.226402,108.958099,雁塔校区地下停车场
229,交流慢充-0229号桩,西安邮电大学东区,交流慢充,7.0,0.88,0.59,0,2024-01-02,星星充电,029-1809-1909,137,613.76,902.23,34.234303,108.934601,东区B区停车场
230,交流慢充-0230号桩,西安邮电大学西区,交流慢充,9.0,1.33,0.43,0,2021-01-13,校园能源管理中心,029-9237-6067,268,940.68,1655.60,34.241001,108.930801,西区1号停车场
231,双枪充电-0231号桩,西安邮电大学雁塔校区,双枪充电,237.0,1.23,0.45,0,2021-01-02,特来电,029-0879-1502,565,97750.66,164221.11,34.222702,108.954605,雁塔校区南门停车场
232,双枪充电-0232号桩,西安邮电大学东区,双枪充电,190.0,1.16,0.57,0,2025-11-01,国家电网,029-1567-3772,267,38554.80,66699.80,34.241600,108.931602,东区行政楼停车场
233,双枪充电-0233号桩,西安邮电大学西区,双枪充电,146.0,1.28,0.32,0,2021-11-05,星星充电,029-7447-1331,554,45295.04,72472.06,34.235901,108.932304,西区宿舍停车场
234,交流慢充-0234号桩,西安邮电大学雁塔校区,交流慢充,21.0,1.21,0.44,1,2022-08-13,星星充电,029-0071-7702,62,989.52,1632.71,34.221600,108.958000,雁塔校区南门停车场
235,直流快充-0235号桩,西安邮电大学东区,直流快充,94.0,1.27,0.54,1,2024-01-26,星星充电,029-2193-1340,229,12700.34,22987.62,34.241203,108.927002,东区A区停车场
